_id,Firts Name,Last Name,Center,test_date,userscore,physics,chemistry,maths,resultstatus,pp_totalmarks
49,Teri,Schooley,Brooklyn,2024-08-11,288,32,57,,Present,720
50,Lizette,Campana,Manhattan,2024-08-04,,,,,Absent,75
51,Mayra,Luby,Manhattan,2024-06-16,77,13,12,52,Present,300
52,Luisa,Finneran,Brooklyn,2024-08-11,184,35,50,,Present,720
53,Genoveva,Herrod,Brooklyn,2024-07-28,,,,,Absent,720
54,Tandra,Toon,Manhattan,2024-08-25,136,74,21,41,Present,300
55,Zoe,Mangrum,Manhattan,2024-07-07,57,23,14,20,Present,300
56,Marquerite,Salaam,Brooklyn,2024-08-11,,,,,Absent,720
57,Alva,Fonte,Queens,2024-08-24,501,105,102,,Present,720
58,Maudie,Cage,Brooklyn,2024-08-25,,,,,Absent,300
59,Hilde,Greaves,Brooklyn,2024-08-11,267,53,51,,Present,720
60,Christiana,Rippe,Brooklyn,2024-07-07,,,,,Absent,300
61,Bulah,Warr,Brooklyn,2024-07-28,,,,,Absent,720
62,Azzie,Stolte,Manhattan,2024-07-28,364,98,66,,Present,720
63,Sharri,Whistler,Brooklyn,2024-08-25,,,,,Absent,300
64,Rebecka,Holliman,Brooklyn,2024-08-24,,,,,Absent,720
65,Bryce,Muse,Manhattan,2024-06-16,,,,,Absent,300
66,Merideth,Marcus,Brooklyn,2024-08-04,199,81,53,65,Present,300
67,Nova,Boden,Manhattan,2024-06-16,97,29,39,29,Present,300
68,Granville,Watchman,Manhattan,2024-07-28,28,13,-7,22,Present,300
69,Marquerite,Dearborn,Brooklyn,2024-08-11,,,,,Absent,720
70,Arielle,Ketcham,Manhattan,2024-08-24,,,,,Absent,720
71,Shona,Buggs,Brooklyn,2024-08-18,,,,,Absent,180
72,Aleta,Ciesla,Manhattan,2024-08-04,,,,,Absent,75
73,Jenni,Wichman,Manhattan,2024-08-25,,,,,Absent,300
74,Cuc,Phinney,Brooklyn,2024-05-19,,,,,Absent,300
75,Danica,Fleig,Brooklyn,2024-06-16,,,,,Absent,300
76,Shaquana,Emigh,Manhattan,2024-08-25,,,,,Absent,
77,Brinda,Master,Brooklyn,2024-08-04,,,,,Absent,75
78,Janell,Hinojos,Manhattan,2024-08-25,82,39,33,10,Present,300
79,Karri,Celestin,Brooklyn,2024-07-07,,,,,Absent,300
80,Enid,Bouley,Manhattan,2024-08-24,,,,,Absent,720
81,Desire,Klenke,Manhattan,2024-07-28,577,132,142,,Present,720
82,Brian,Chamberlain,Manhattan,2024-07-28,514,145,88,,Present,720
83,Kristeen,Farabaugh,Manhattan,2024-07-07,,,,,Absent,300
84,Gilda,Vanatta,Manhattan,2024-07-28,201,40,40,,Present,720
85,Princess,Bumbrey,Brooklyn,2024-08-24,169,0,25,,Present,720
86,Earlie,Townson,Manhattan,2024-07-07,,,,,Absent,300
87,Fumiko,Laliberte,Manhattan,2024-08-25,29,21,0,8,Present,300
88,Sherie,Chason,Queens,2024-08-24,,,,,Absent,75
89,Gricelda,Maravilla,Brooklyn,2024-07-28,,,,,Absent,720
90,Serafina,Knoll,Manhattan,2024-08-04,205,67,62,76,Present,300
91,Sachiko,Younkin,Brooklyn,2024-08-11,,,,,Absent,720
92,Jena,Noles,Manhattan,2024-07-07,,,,,Absent,300
93,Shelby,Wiser,Manhattan,2024-08-25,,,,,Absent,300
94,Margareta,Spies,Brooklyn,2024-08-04,,,,,Absent,144
95,Dinorah,Furey,Manhattan,2024-06-23,153,-2,4,,Present,720
96,Kiyoko,Lechuga,Brooklyn,2024-06-16,117,56,1,60,Present,300
97,Danny,Kreger,Brooklyn,2024-06-23,389,82,31,,Present,720
98,Nolan,Fenwick,Manhattan,2024-06-16,52,,,,Present,75
99,Lesli,Unrein,Manhattan,2024-06-23,487,117,30,,Present,720
100,Donya,Bartle,Brooklyn,2024-06-23,,,,,Absent,75
101,Palma,Flanery,Brooklyn,2024-07-07,73,16,36,21,Present,300
102,Kenny,Clothier,Brooklyn,2024-06-16,113,23,44,46,Present,300
103,Kristen,Lossing,Brooklyn,2024-06-16,,,,,Absent,300
104,Karoline,Felix,Brooklyn,2024-07-07,123,12,66,45,Present,300
105,Alan,Voll,Brooklyn,2024-07-14,,,,,Absent,720
106,Glenda,Woolfolk,Brooklyn,2024-06-23,,,,,Absent,75
107,Alyson,Hosack,Manhattan,2024-06-30,,,,,Absent,75
108,Francis,Sines,Manhattan,2024-09-01,257,11,79,,Present,720
109,Riley,Bagnall,Manhattan,2024-07-14,,,,,Absent,180
110,Carmina,Camp,Brooklyn,2024-07-14,,,,,Absent,180
111,Alethia,Tiemann,Manhattan,2024-06-02,333,67,46,,Present,720
112,Deborah,Molinar,Brooklyn,2024-07-14,102,32,31,39,Present,180
113,Marvella,Huckstep,Manhattan,2024-07-14,,,,,Absent,180
114,Sallie,Briley,Manhattan,2024-07-14,115,29,18,,Present,720
115,Scottie,Backer,Brooklyn,2024-06-09,,,,,Absent,75
116,Beatriz,Kinsey,Brooklyn,2024-07-14,,,,,Absent,180
117,Mason,Carrow,Brooklyn,2024-07-14,,,,,Absent,180
118,Regenia,Blish,Brooklyn,2024-07-14,,,,,Absent,144
119,Necole,Faria,Manhattan,2024-08-11,616,141,150,,Present,720
120,Samantha,Hadfield,Brooklyn,2024-06-16,,,,,Absent,75
121,Lida,Sing,Manhattan,2024-07-14,,,,,Absent,180
122,Bette,Church,Brooklyn,2024-06-23,237,22,-1,,Present,720
123,Illa,Friscia,Manhattan,2024-06-23,,,,,Absent,720
124,Magdalena,Clabaugh,Brooklyn,2024-06-16,64,,,,Present,75
125,Sol,Lemley,Manhattan,2024-08-11,348,60,22,,Present,720
126,Angelyn,Nave,Manhattan,2024-09-15,63,20,5,38,Present,300
127,Lorie,Hempstead,Brooklyn,2024-09-15,46,31,0,15,Present,300
128,Darlena,Brubaker,Manhattan,2024-08-07,,,,,Absent,180
129,Ivory,Almonte,Manhattan,2024-08-11,141,31,15,,Present,720
130,Keva,Sauage,Brooklyn,2024-08-11,,,,,Absent,720
131,Krystin,Morita,Manhattan,2024-08-11,,,,,Absent,720
132,Margarito,Hintzen,Brooklyn,2024-06-30,,,,,Absent,75
133,Alanna,Gillispie,Manhattan,2024-07-14,,,,,Absent,180
134,Alayna,Rosenblatt,Manhattan,2024-07-14,2,-3,-5,10,Present,180
135,Deeann,Thomsen,Brooklyn,2024-06-16,42,,,,Present,75
136,Guy,Moulton,Brooklyn,2024-08-11,647,132,165,,Present,720
137,Ming,Scudder,Manhattan,2024-05-19,110,43,28,39,Present,300
138,Mickey,Espino,Manhattan,2024-08-24,,,,,Absent,720
139,Mellissa,Mortimore,Brooklyn,2024-06-30,151,58,39,54,Present,300
140,Lesia,Stoute,Manhattan,2024-08-24,,,,,Absent,720
141,Pauletta,Murton,Brooklyn,2024-06-02,,,,,Absent,720
142,Solomon,Chamberlin,Manhattan,2024-07-07,,,,,Absent,300
143,Neville,Yocom,Brooklyn,2024-07-21,,,,,Absent,75
144,Vera,Edmiston,Manhattan,2024-08-25,,,,,Absent,300
145,Lawerence,Amburn,Manhattan,2024-07-07,142,47,23,72,Present,300
146,Cedrick,Agnew,Manhattan,2024-07-28,544,90,133,,Present,720
147,Melinda,Kuchta,Brooklyn,2024-07-14,79,10,35,34,Present,144
148,Alma,Gelinas,Brooklyn,2024-07-21,,,,,Absent,75
149,Francis,Sikes,Brooklyn,2024-07-28,,,,,Absent,720
150,Minerva,Giles,Brooklyn,2024-07-14,,,,,Absent,180
151,Nikki,Iskra,Brooklyn,2024-08-24,309,40,57,,Present,720
152,Lore,Coil,Brooklyn,2024-08-24,168,21,49,,Present,720
153,Marlena,Craner,Brooklyn,2024-07-07,168,61,51,56,Present,300
154,Darius,Trojacek,Queens,2024-07-28,,,,,Absent,720
155,Sade,Gasaway,Brooklyn,2024-08-11,130,35,40,,Present,720
156,Sybil,Rahman,Brooklyn,2024-07-07,,,,,Absent,300
157,Zoraida,Sumner,Brooklyn,2024-08-04,1,-3,4,0,Present,198
158,Raina,Mccrae,Manhattan,2024-10-06,,,,,Absent,
159,Elsa,Mcspadden,Brooklyn,2024-08-04,,,,,Absent,198
160,Bernadine,Chung,Brooklyn,2024-06-16,,,,,Absent,300
161,Francie,Frase,Manhattan,2024-10-06,,,,,Absent,
162,Mariana,Vavra,Brooklyn,2024-09-01,12,-4,3,13,Present,180
163,Nakita,Primer,Brooklyn,2024-08-11,,,,,Absent,720
164,Aletha,Hardesty,Brooklyn,2024-08-25,,,,,Absent,
165,Dwain,Sargeant,Manhattan,2024-08-25,,,,,Absent,
166,Thea,Hubbs,Manhattan,2024-07-07,,,,,Absent,300
167,Caleb,Peters,Brooklyn,2024-07-28,529,112,117,,Present,720
168,Sparkle,Kaestner,Manhattan,2024-10-06,,,,,Absent,
169,Narcisa,Hsieh,Brooklyn,2024-08-24,,,,,Absent,180
170,Sherwood,Vanalstyne,Manhattan,2024-07-07,51,5,8,38,Present,300
171,Jeanice,Joy,Brooklyn,2024-08-24,,,,,Absent,180
172,Bert,Riter,Queens,2024-07-28,,,,,Absent,720
173,Dorotha,Aldinger,Brooklyn,2024-08-25,,,,,Absent,
174,Anisha,Thomson,Brooklyn,2024-08-24,41,8,6,22,Present,75
175,Rufus,Amerine,Manhattan,2024-08-25,,,,,Absent,300
176,Roslyn,Alaimo,Brooklyn,2024-08-11,,,,,Absent,720
177,Noelle,Raybon,Manhattan,2024-05-19,30,8,-3,25,Present,300
178,Shanae,Hanger,Brooklyn,2024-08-11,548,129,130,,Present,720
179,William,Hopf,Brooklyn,2024-08-25,,,,,Absent,300
180,Adolfo,Bella,Staten Island,2024-08-25,52,10,13,29,Present,300
181,Xenia,Schubert,Brooklyn,2024-07-28,,,,,Absent,720
182,Brenton,Tokarski,Bronx,2024-08-24,,,,,Absent,720
183,Hal,Bender,Brooklyn,2024-07-07,,,,,Absent,300
184,Geraldine,Border,Manhattan,2024-08-24,,,,,Absent,720
185,Setsuko,Pardo,Manhattan,2024-07-07,35,15,7,13,Present,300
186,Meghan,Sydnor,Brooklyn,2024-05-19,,,,,Absent,300
187,Lavern,Gard,Manhattan,2024-08-24,45,11,6,16,Present,75
188,Cyrus,Beckham,Manhattan,2024-07-14,275,26,61,,Absent,720
189,Leeanne,Fortunato,Manhattan,2024-07-14,,,,,Absent,720
190,Nilda,Deyoung,Manhattan,2024-08-11,418,32,85,,Present,720
191,Marylee,Greenburg,Brooklyn,2024-06-23,33,5,9,8,Present,75
192,Gay,Aubert,Queens,2024-08-24,606,95,170,,Present,720
193,Janel,Carley,Manhattan,2024-06-16,612,140,142,,Present,720
194,Damaris,Nestle,Brooklyn,2024-07-07,108,31,56,21,Present,300
195,Jeanine,Hoerr,Brooklyn,2024-07-07,56,28,0,28,Present,300
196,Wiley,Scotto,Brooklyn,2024-07-28,357,25,41,,Present,720
197,Dian,Cobian,Brooklyn,2024-07-07,,,,,Absent,300
198,Brendan,Zilnicki,Manhattan,2024-08-25,67,42,11,14,Present,300
199,Mana,Seegmiller,Brooklyn,2024-05-19,,,,,Absent,300
200,Flavia,Nitta,Manhattan,2024-08-11,,,,,Absent,720
201,Humberto,Ware,Manhattan,2024-08-24,54,14,11,18,Present,75
202,Ned,Permenter,Manhattan,2024-08-11,,,,,Absent,720
203,Albertina,Junkin,Brooklyn,2024-08-11,285,25,9,,Present,720
204,Rosia,Duron,Manhattan,2024-08-25,30,25,3,2,Present,300
205,Kena,Stallings,Manhattan,2024-07-28,66,1,13,,Present,720
206,Lolita,Pringle,Manhattan,2024-08-25,,,,,Absent,300
207,Kristen,Gilley,Queens,2024-10-06,,,,,Absent,
208,Genaro,Koga,Manhattan,2024-08-24,75,20,25,30,Present,180
209,Suzanna,Putman,Brooklyn,2024-07-07,,,,,Absent,300
210,Candy,Konieczny,Queens,2024-08-11,42,7,13,22,Present,300
211,Ozella,Conner,Queens,2024-07-14,53,10,12,21,Present,75
212,Leonel,Hock,Queens,2024-07-28,506,122,88,,Present,720
213,Vannesa,Millard,Brooklyn,2024-07-14,,,,,Absent,720
214,Melonie,Villacorta,Manhattan,2024-06-09,,,,,Absent,75
215,Dorine,Zeitler,Manhattan,2024-07-14,,,,,Absent,180
216,Bridget,Conyers,Brooklyn,2024-07-14,,,,,Absent,180
217,Jacklyn,Dyment,Manhattan,2024-06-23,303,1,20,,Present,720
218,Felicita,Maclachlan,Bronx,2024-06-23,,,,,Absent,720
219,Herbert,Gamache,Manhattan,2024-06-16,178,63,46,69,Present,300
220,Antonietta,Llewellyn,Brooklyn,2024-06-16,,,,,Absent,300
221,Pennie,Alling,Brooklyn,2024-07-14,,,,,Absent,180
222,Laree,Kay,Manhattan,2024-06-23,40,7,11,9,Present,75
223,Antonio,Navarette,Manhattan,2024-07-07,200,61,77,62,Present,300
224,Steve,Mainor,Brooklyn,2024-08-24,,,,,Absent,720
225,Gertrud,Sather,Brooklyn,2024-06-30,212,35,21,,Present,720
226,Nan,Beverley,Manhattan,2024-07-14,336,35,37,,Present,720
227,Walter,Belford,Brooklyn,2024-07-07,30,0,11,19,Present,300
228,Colby,Hobart,Manhattan,2024-06-16,,,,,Absent,300
229,Patrick,Nocera,Queens,2024-06-16,,,,,Absent,300
230,Hilary,Modeste,Brooklyn,2024-07-14,,,,,Absent,720
231,Elke,Licht,Manhattan,2024-07-07,,,,,Absent,300
232,Faustina,Dunson,Manhattan,2024-06-16,148,37,61,50,Present,300
233,Tara,Clingman,Manhattan,2024-06-23,,,,,Absent,75
234,Elva,Hochmuth,Manhattan,2024-07-14,473,84,109,,Present,720
235,Opal,Groover,Manhattan,2024-07-21,,,,,Absent,75
236,Maryln,Ferris,Manhattan,2024-07-07,,,,,Absent,300
237,Katrina,Almon,Brooklyn,2024-07-14,289,21,19,,Present,720
238,Stephane,Labelle,Manhattan,2024-07-14,348,50,61,,Present,720
239,Christene,Gloria,Manhattan,2024-05-19,,,,,Absent,300
240,Araceli,Majewski,Queens,2024-06-09,,,,,Absent,75
241,Marilou,Funderburg,Brooklyn,2024-07-14,,,,,Absent,180
242,America,Tocci,Manhattan,2024-06-09,48,7,12,16,Absent,75
243,Erich,Ragin,Manhattan,2024-06-02,358,57,26,,Present,720
244,Neoma,Pellegrino,Manhattan,2024-07-14,,,,,Absent,180
245,Sid,Lamore,Manhattan,2024-07-14,,,,,Absent,180
246,Stella,Morman,Manhattan,2024-08-24,459,40,107,,Present,720
247,Ha,Durrah,Manhattan,2024-08-24,,,,,Absent,720
248,Chantel,Absher,Manhattan,2024-08-24,511,139,102,,Present,720
249,Torri,Wert,Manhattan,2024-09-15,,,,,Absent,300
250,Michelina,Holscher,Manhattan,2024-08-11,436,96,62,,Present,720
251,Verlene,Arviso,Manhattan,2024-08-24,,,,,Absent,720
252,Lois,Tew,Manhattan,2024-08-24,76,-9,25,,Present,720
253,Miguelina,Hoyte,Manhattan,2024-07-14,228,25,24,,Present,720
254,Evelina,Willaert,Manhattan,2024-06-23,449,57,75,,Present,720
255,Ranae,Topp,Manhattan,2024-07-14,75,20,20,35,Present,144
256,Carolann,Veasley,Manhattan,2024-07-14,,,,,Absent,144
257,Jeannette,Gravelle,Brooklyn,2024-06-23,168,45,10,,Present,720
258,Lenita,Slevin,Manhattan,2024-05-19,99,53,16,30,Present,300
259,Valentina,Quinby,Brooklyn,2024-08-24,274,15,45,,Present,720
260,Latoyia,Bushway,Staten Island,2024-06-30,,,,,Absent,300
261,Keitha,Wold,Staten Island,2024-06-30,35,2,-15,48,Present,300
262,Flora,Plascencia,Staten Island,2024-07-07,,,,,Absent,300
263,Azucena,Herder,Manhattan,2024-08-24,,,,,Absent,720
264,Kathi,Lilienthal,Manhattan,2024-06-30,386,102,0,,Present,720
265,Andrea,Saine,Brooklyn,2024-06-16,80,28,16,36,Present,300
266,Shawna,Riviera,Brooklyn,2024-06-23,,,,,Absent,300
267,Nolan,Harwell,Staten Island,2024-07-07,457,62,109,,Present,720
268,Jennell,Leverich,Queens,2024-06-16,,,,,Absent,300
269,Birgit,Puente,Brooklyn,2024-06-23,,,,,Absent,75
270,Gerry,Medal,Brooklyn,2024-08-24,13,13,-1,,Present,720
271,Palma,Sample,Bronx,2024-07-07,260,85,90,85,Present,300
272,Annalisa,Rotolo,Bronx,2024-06-09,47,8,11,14,Present,75
273,Eilene,Jolly,Brooklyn,2024-07-17,315,68,57,,Present,720
274,Kathey,Keep,Manhattan,2024-08-24,454,88,90,,Present,720
275,Fanny,Dutra,Brooklyn,2024-08-25,,,,,Absent,300
276,Leanne,Proto,Manhattan,2024-08-24,47,26,0,21,Present,300
277,Traci,Heier,Brooklyn,2024-05-19,149,47,41,61,Present,300
278,Jennette,Everett,Manhattan,2024-08-25,,,,,Absent,300
279,Levi,Sharpton,Brooklyn,2024-07-28,162,58,48,56,Present,300
280,Jackson,Sills,Brooklyn,2024-08-04,54,,,,Present,75
281,Fabiola,Virden,Brooklyn,2024-05-19,80,42,18,20,Present,300
282,Wan,Zajac,Brooklyn,2024-07-14,223,26,87,,Absent,720
283,Franklin,Kruger,Manhattan,2024-08-18,,,,,Absent,180
284,Delcie,Graffam,Manhattan,2024-05-19,66,22,12,32,Present,300
285,Yolonda,Jorgenson,Manhattan,2024-08-24,23,12,6,5,Present,300
286,Kraig,Grove,Brooklyn,2024-05-19,,,,,Absent,300
287,Joanna,Westman,Brooklyn,2024-07-14,226,19,26,,Absent,720
288,Luetta,Wyse,Manhattan,2024-08-24,,,,,Absent,75
289,Nana,Neilsen,Brooklyn,2024-10-06,,,,,Absent,
290,Elidia,Gillett,Brooklyn,2024-07-07,,,,,Absent,300
291,Lien,Brigmond,Manhattan,2024-07-07,,,,,Absent,300
292,Meaghan,Majeed,Brooklyn,2024-08-11,369,59,57,,Present,720
293,Dominica,Lanterman,Brooklyn,2024-08-11,,,,,Absent,720
294,Cami,Ryals,Brooklyn,2024-05-19,,,,,Absent,300
295,Caroline,Fleischer,Manhattan,2024-05-19,88,43,7,38,Present,300
296,Joyce,Pleasant,Manhattan,2024-08-25,26,19,-1,8,Present,300
297,Kyung,Hearne,Brooklyn,2024-08-04,55,,,,Present,75
298,Ranee,Boomhower,Manhattan,2024-06-16,,,,,Absent,300
299,Jong,Steele,Brooklyn,2024-05-19,90,25,11,54,Present,300
300,Benton,Duty,Brooklyn,2024-06-16,85,32,9,44,Present,300
301,Margrett,Hanks,Manhattan,2024-06-16,,,,,Absent,300
302,Sherwood,Lingenfelter,Brooklyn,2024-08-25,,,,,Absent,
303,Livia,Starr,Manhattan,2024-06-16,17,11,-5,11,Present,300
304,Edna,Holt,Manhattan,2024-08-04,64,,,,Present,75
305,Denise,Balser,Manhattan,2024-08-04,26,10,22,-6,Present,198
306,Rolf,Galley,Brooklyn,2024-10-06,,,,,Absent,
307,Enedina,Mika,Manhattan,2024-08-25,65,35,22,8,Present,300
308,Brandon,Authement,Brooklyn,2024-07-07,,,,,Absent,300
309,Afton,Dees,Brooklyn,2024-07-14,260,34,71,,Absent,720
310,Cecile,Kealey,Manhattan,2024-08-24,9,6,-9,12,Present,300
311,Dusty,Bickel,Manhattan,2024-05-19,,,,,Absent,300
312,Nichelle,Wasko,Brooklyn,2024-08-11,195,18,42,,Present,720
313,Leeanna,Gregson,Manhattan,2024-07-07,124,62,36,26,Present,300
314,Perry,Daigneault,Manhattan,2024-08-04,,,,,Absent,300
315,Solange,Borror,Manhattan,2024-06-02,,,,,Absent,720
316,Jamey,Kirwin,Manhattan,2024-08-25,33,7,23,3,Present,300
317,Jani,Foulds,Manhattan,2024-08-04,39,25,12,2,Present,300
318,Ted,Hartig,Manhattan,2024-08-25,,,,,Absent,300
319,Grace,Fitch,Brooklyn,2024-08-25,,,,,Absent,180
320,Idalia,Peluso,Bronx,2024-08-25,,,,,Absent,300
321,Gerri,Rotter,Manhattan,2024-08-25,,,,,Absent,
322,Mervin,Woolum,Brooklyn,2024-08-04,15,4,12,-1,Present,198
323,Nobuko,Bialek,Brooklyn,2024-06-23,41,6,13,15,Present,75
324,Kizzy,Mancil,Brooklyn,2024-06-16,393,85,58,,Present,720
325,Nelda,Lucian,Manhattan,2024-10-06,,,,,Absent,
326,Odessa,Marshburn,Manhattan,2024-10-06,,,,,Absent,
327,Armida,Johanson,Queens,2024-06-23,,,,,Absent,75
328,Yang,Lubinski,Brooklyn,2024-10-06,,,,,Absent,
329,Luciana,Breneman,Brooklyn,2024-10-06,,,,,Absent,
330,Joaquin,Southworth,Manhattan,2024-06-16,,,,,Absent,720
331,Madalyn,Pettiford,Brooklyn,2024-08-11,,,,,Absent,720
332,Annika,Seamon,Brooklyn,2024-07-14,213,-2,15,,Present,720
333,Deanna,Cleek,Manhattan,2024-07-14,364,15,91,,Present,720
334,Lynn,Clifton,Brooklyn,2024-07-07,,,,,Absent,300
335,Horacio,Gilford,Brooklyn,2024-07-07,65,16,14,35,Present,300
336,Silvana,Gosier,Brooklyn,2024-07-21,,,,,Absent,300
337,Casimira,Bakker,Manhattan,2024-05-19,,,,,Absent,300
338,Milagros,Hixson,Brooklyn,2024-06-02,,,,,Absent,720
339,Vaughn,Revilla,Brooklyn,2024-07-14,,,,,Absent,180
340,Cornelia,Holly,Brooklyn,2024-07-14,,,,,Absent,180
341,Maryanna,Klemme,Brooklyn,2024-07-21,,,,,Absent,300
342,Ines,Breeden,Brooklyn,2024-07-21,,,,,Absent,300
343,Bill,Kuhlmann,Brooklyn,2024-07-07,100,31,45,24,Present,300
344,Ilda,Bethel,Manhattan,2024-07-14,396,67,58,,Present,720
345,Norene,Boudreau,Brooklyn,2024-07-21,61,,,,Present,75
346,Sheron,Lefever,Brooklyn,2024-07-21,65,,,,Present,75
347,Stefany,Pietrzak,Brooklyn,2024-06-30,318,60,17,,Present,720
348,Cathleen,Brawn,Brooklyn,2024-07-07,,,,,Absent,300
349,Loriann,Wedeking,Manhattan,2024-07-14,,,,,Absent,144
350,Jonathon,Red,Brooklyn,2024-07-14,671,153,172,,Present,720
351,Genie,Muma,Brooklyn,2024-06-23,381,79,77,,Present,720
352,Arletha,Badalamenti,Manhattan,2024-05-26,,,,,Absent,360
353,Elza,Buser,Manhattan,2024-07-14,129,48,48,33,Present,144
354,Alaina,Lykes,Brooklyn,2024-07-14,311,49,34,,Present,720
355,Pamula,Dalzell,Manhattan,2024-08-24,,,,,Absent,720
356,Maricela,Jhonson,Brooklyn,2024-06-16,,,,,Absent,300
357,Audry,Mcgarr,Brooklyn,2024-06-30,39,25,0,14,Present,300
358,Kyla,Bingaman,Brooklyn,2024-08-24,,,,,Absent,720
359,Shyla,Tubman,Queens,2024-07-07,65,15,37,13,Present,300
360,Scottie,Felton,Brooklyn,2024-07-14,,,,,Absent,720
361,Terrance,Joy,Brooklyn,2024-07-14,,,,,Absent,720
362,Yee,Trieu,Brooklyn,2024-07-07,277,90,87,100,Present,300
363,Houston,Oller,Brooklyn,2024-06-30,529,117,135,,Present,720
364,Ladawn,Ates,Brooklyn,2024-06-09,49,8,9,18,Present,75
365,Marylouise,Dorn,Brooklyn,2024-08-24,,,,,Absent,720
366,Rex,Merriam,Manhattan,2024-07-07,277,90,87,100,Present,300
367,Rosetta,Heidenreich,Manhattan,2024-07-07,42,6,26,10,Present,300
368,Billye,Serafin,Manhattan,2024-08-25,133,47,43,43,Present,300
369,Brittaney,Hermes,Brooklyn,2024-07-28,271,38,40,,Present,720
370,Nannie,Colligan,Manhattan,2024-08-11,,,,,Absent,720
371,Emmy,Gallaway,Queens,2024-07-14,54,-2,22,,Present,360
372,Giselle,Lou,Brooklyn,2024-08-11,113,3,2,,Present,720
373,Pam,Melendez,Brooklyn,2024-08-11,113,3,2,,Present,720
374,Julius,Blazek,Manhattan,2024-06-02,,,,,Absent,720
375,Krystina,Lucca,Brooklyn,2024-07-07,91,24,18,,Present,720
376,Raisa,Musgrove,Brooklyn,2024-07-21,38,10,3,25,Absent,300
377,Carmelo,Wain,Manhattan,2024-08-04,17,8,0,9,Present,198
378,Kera,Gilkison,Queens,2024-06-02,,,,,Absent,720
379,Xavier,Trotta,Brooklyn,2024-08-04,,,,,Absent,198
380,Florance,Lawhon,Manhattan,2024-06-02,601,131,135,,Present,720
381,Albertha,Digennaro,Brooklyn,2024-06-02,193,19,33,,Present,720
382,Andra,Bevel,Brooklyn,2024-06-02,525,110,105,,Present,720
383,Winford,Hamlin,Manhattan,2024-05-26,310,62,77,,Present,360
384,Bonny,Horney,Manhattan,2024-06-16,165,68,33,64,Present,300
385,Codi,Garrels,Brooklyn,2024-06-02,,,,,Absent,720
386,Kristeen,Warman,Manhattan,2024-07-14,54,9,29,16,Present,180
387,Trinidad,Graziano,Manhattan,2024-07-21,11,8,0,3,Absent,300
388,Viva,Roda,Brooklyn,2024-06-02,,,,,Absent,720
389,Manual,Vales,Brooklyn,2024-07-21,7,0,6,1,Absent,300
390,Brendon,Puente,Manhattan,2024-07-14,,,,,Absent,720
391,Nathalie,Devita,Brooklyn,2024-06-23,,,,,Absent,75
392,Zelda,Ogren,Manhattan,2024-09-01,16,9,8,-1,Present,180
393,Sadie,Hazelton,Manhattan,2024-07-28,131,62,26,43,Present,300
394,Vinnie,Bains,Manhattan,2024-08-24,68,18,27,23,Present,300
395,Frederick,Rankins,Manhattan,2024-08-25,,,,,Absent,300
396,Trish,Vickers,Queens,2024-06-16,,,,,Absent,300
397,Masako,Allman,Brooklyn,2024-06-16,144,55,33,56,Present,300
398,Ferne,Villalpando,Brooklyn,2024-08-25,93,47,4,42,Present,300
399,Elna,Kowal,Brooklyn,2024-07-21,,,,,Absent,75
400,Aaron,Castello,Manhattan,2024-08-11,,,,,Absent,300
401,Gerard,Barrientos,Manhattan,2024-06-09,40,6,8,13,Present,75
402,Wes,Imel,Brooklyn,2024-08-25,,,,,Absent,100
403,Stella,Sears,Brooklyn,2024-07-21,,,,,Absent,75
404,Josette,Vavra,Brooklyn,2024-08-24,,,,,Absent,75
405,Guadalupe,Linen,Manhattan,2024-06-30,,,,,Absent,720
406,Jeremiah,Damiani,Manhattan,2024-07-07,,,,,Absent,300
407,Roxy,Lauber,Brooklyn,2024-08-24,342,-3,75,,Present,720
408,Federico,Biros,Brooklyn,2024-08-11,5,-6,-3,14,Present,300
409,Sol,Dantonio,Manhattan,2024-06-16,494,93,96,,Present,720
410,Lucas,Anchondo,Manhattan,2024-07-28,396,157,120,,Present,720
411,Ok,Then,Brooklyn,2024-08-11,,,,,Absent,720
412,Mei,Vaz,Manhattan,2024-06-23,,,,,Absent,75
413,Janelle,Haddox,Brooklyn,2024-09-01,12,7,5,0,Present,180
414,Donald,Trollinger,Queens,2024-08-24,,,,,Absent,720
415,Shakira,Moreles,Manhattan,2024-06-16,388,65,44,,Present,720
416,Crista,Cuccia,Brooklyn,2024-08-24,,,,,Absent,720
417,Phung,Dinh,Manhattan,2024-05-19,,,,,Absent,300
418,Paul,Lockett,Brooklyn,2024-08-04,,,,,Absent,75
419,Merlyn,Hults,Brooklyn,2024-06-16,,,,,Absent,300
420,Kym,Rotter,Brooklyn,2024-08-25,,,,,Absent,
421,Jocelyn,Akey,Manhattan,2024-10-06,,,,,Absent,
422,Yukiko,Furtado,Brooklyn,2024-08-04,23,8,5,10,Present,198
423,Sonny,Wilner,Brooklyn,2024-06-16,456,89,52,,Present,720
424,Verna,Beller,Brooklyn,2024-06-23,346,79,40,,Present,720
425,Hai,Lippert,Brooklyn,2024-06-23,421,75,68,,Present,720
426,Deeann,Burdette,Brooklyn,2024-10-06,,,,,Absent,
427,Londa,Gamache,Manhattan,2024-06-30,,,,,Absent,300
428,Shaina,Sentell,Brooklyn,2024-10-06,,,,,Absent,
429,Dominick,Dolson,Brooklyn,2024-08-24,272,7,66,,Present,720
430,Len,Bufford,Manhattan,2024-06-23,415,90,25,,Present,720
