"_id","Center","test_date","physics","chemistry","resultstatus","pp_totalmarks","Full_name","maths_new","new_total","Phone","name","Password"
1858,"Brooklyn","2024-05-19","","","Absent",360,"Traci Rodriques",0,0,"2812105633","Seema","See5633"
1859,"Manhattan","2024-08-25","16","0","Present",300,"Sandy Torrence",15,31,"0936885490","Arthur","Art5490"
1860,"Manhattan","2024-08-25","42","29","Present",300,"Yetta Rouse",12,83,"9364241940","Ettice","Ett1940"
1861,"Manhattan","2024-08-04","","","Absent",198,"Veronique Hu",0,0,"4270936480","Ettice","Ett6480"
1862,"Manhattan","2024-08-04","","","Absent",198,"Shavonda Lamantia",0,0,"3186216546","Anja","Anj6546"
1863,"Brooklyn","2024-08-04","","","Absent",300,"Halley Mccool",0,0,"1751663308","Kamollio","Kam3308"
1864,"Brooklyn","2024-08-07","","","Absent",180,"Lael Grantham",0,0,"1034899110","Dina","Din9110"
1865,"Brooklyn","2024-07-21","-8","9","Present",720,"Carmelita Imai",190,191,"5385583846","Jon","Jon3846"
1866,"Manhattan","2024-07-14","","","Absent",180,"Kiara Alexis",0,0,"4355522294","Francesco","Fra2294"
1867,"Manhattan","2024-07-14","","","Absent",180,"Corrine Chynoweth",0,0,"1463780711","Mike","Mik0711"
1868,"Brooklyn","2024-07-14","-2","3","Present",144,"Arden Krieger",15,16,"1665003688","Jeff","Jef3688"
1869,"Staten Island","2024-07-07","","","Absent",300,"Lizette Caines",0,0,"9533059525","Anna","Ann9525"
1870,"Manhattan","2024-08-04","","","Present",75,"Paz Leisy",62,62,"8749778674","Adrian","Adr8674"
1871,"Brooklyn","2024-07-07","34","115","Present",720,"Genia Watrous",333,482,"4566573721","Kat","Kat3721"
1872,"Brooklyn","2024-07-07","","","Absent",720,"Petrina Ver",0,0,"4415201888","Keithan","Kei1888"
1873,"Brooklyn","2024-08-11","","","Absent",300,"Alan Scroggins",0,0,"2104270879","Lucy","Luc0879"
1874,"Manhattan","2024-07-14","-3","3","Present",180,"Laurena Absher",-4,-4,"2900831966","Marie","Mar1966"
1875,"Brooklyn","2024-07-21","","","Present",75,"Geralyn Emmons",46,46,"3593310477","Shahar","Sha0477"
1876,"Brooklyn","2024-07-14","","","Absent",180,"Yoko Montana",0,0,"7246412288","Monica","Mon2288"
1877,"Manhattan","2024-07-14","","","Absent",180,"Lacey Slaugh",0,0,"8523158418","Ms","Ms8418"
1878,"Brooklyn","2024-07-14","","","Absent",180,"Yuriko Edick",0,0,"1908812307","Kayla","Kay2307"
1879,"Brooklyn","2024-06-30","","","Absent",80,"Chong Skow",0,0,"6729987604","Gabe And Jane","Gab7604"
1880,"Brooklyn","2024-06-16","50","24","Present",300,"Rhonda Thomas",40,114,"6052700083","Jennifer","Jen0083"
1881,"Manhattan","2024-05-26","6","15","Present",360,"Deadra Hollifield",30,51,"5515236125","Bob","Bob6125"
1882,"Brooklyn","2024-06-09","9","11","Present",75,"Retha Arboleda",33,53,"7034069556","Anna","Ann9556"
1883,"Manhattan","2024-06-16","31","37","Present",300,"Landon Abe",26,94,"4236235166","Rebecca","Reb5166"
1884,"Manhattan","2024-06-16","","","Absent",300,"Samella Shaughnessy",0,0,"2023957887","Ef","Ef7887"
1885,"Brooklyn","2024-07-14","","","Absent",720,"Lonna Solt",0,0,"0396481101","Coire","Coi1101"
1886,"Manhattan","2024-07-14","","","Absent",720,"Ranee Mcgrew",0,0,"4251572493","Nick","Nic2493"
1887,"Manhattan","2024-08-11","59","49","Present",300,"Aundrea Glazer",45,153,"2641324645","Scott","Sco4645"
1888,"Manhattan","2024-07-21","12","52","Present",720,"Tawanna Priester",263,327,"2141619063","Vero","Ver9063"
1889,"Brooklyn","2024-07-14","11","14","Present",75,"Rosamaria Sorrels",38,63,"2902775375","O.","O.5375"
1890,"Manhattan","2024-08-24","69","175","Present",720,"Malinda Vitolo",328,572,"9806341341","Carol","Car1341"
1891,"Brooklyn","2024-08-04","","","Absent",75,"Ninfa Yokota",0,0,"4047211035","Jay","Jay1035"
1892,"Manhattan","2024-07-07","","","Absent",300,"Toby Dunmire",0,0,"6714309363","Jh","Jh9363"
1893,"Queens","2024-07-07","","","Absent",300,"Cassy Ramsdell",0,0,"3493062437","Manuel Alberto","Man2437"
1894,"Manhattan","2024-07-14","","","Absent",720,"Jena Pelosi",0,0,"2005473405","Nia","Nia3405"
1895,"Manhattan","2024-06-23","82","60","Present",720,"Leigha Towry",325,467,"4218161584","Jared","Jar1584"
1896,"Manhattan","2024-08-04","","","Absent",75,"Elijah Eder",0,0,"7543737650","Eileen","Eil7650"
1897,"Brooklyn","2024-07-14","-8","3","Present",180,"Shakira Wiltshire",2,-3,"9142667777","Casey","Cas7777"
1898,"Queens","2024-08-11","","","Absent",720,"Odis Vancleave",0,0,"7204121771","Antonio","Ant1771"
1899,"Brooklyn","2024-07-14","4","15","Present",180,"Isabell Boan",0,19,"2698686962","Katherine / Fran̤ois","Kat6962"
1900,"Brooklyn","2024-07-14","","","Absent",180,"Gertrud Cartledge",0,0,"2480256815","Ronny","Ron6815"
1901,"Brooklyn","2024-07-14","0","-6","Present",720,"Raina Kapoor",121,115,"5257258083","Laura","Lau8083"
1902,"Manhattan","2024-08-11","77","3","Present",300,"Isis Krings",34,114,"4459069572","David","Dav9572"
1903,"Manhattan","2024-07-21","8","12","Present",300,"Viola Devlin",11,31,"8587193080","Matt","Mat3080"
1904,"Brooklyn","2024-07-21","65","29","Present",300,"Viki Perone",44,138,"5540716496","Holly","Hol6496"
1905,"Manhattan","2024-07-21","","","Absent",720,"Felica Granado",0,0,"2511771006","Fiona","Fio1006"
1906,"Manhattan","2024-07-21","","","Absent",720,"Meagan Huggett",0,0,"6942221749","Jeffrey","Jef1749"
1907,"Manhattan","2024-08-24","","","Absent",720,"Mirtha Defore",0,0,"2284707242","Joanna","Joa7242"
1908,"Brooklyn","2024-07-14","80","135","Present",720,"Angelia Mcclean",301,516,"8488979933","Todd","Tod9933"
1909,"Brooklyn","2024-07-14","","","Absent",180,"Maye Rodriques",0,0,"3498853083","John","Joh3083"
1910,"Manhattan","2024-06-09","6","7","Present",75,"Kathern Leech",34,47,"3713910762","Joseph","Jos0762"
1911,"Manhattan","2024-07-07","68","61","Present",300,"Era Peele",41,170,"3986528279","Aaron","Aar8279"
1912,"Manhattan","2024-07-14","","","Absent",180,"Leeann Weatherbee",0,0,"4538761123","Andrew","And1123"
1913,"Manhattan","2024-07-14","-8","2","Present",360,"Suzann Lightford",21,15,"6368934494","Melanie","Mel4494"
1914,"Brooklyn","2024-06-23","","","Absent",720,"Imelda Pitcock",0,0,"1309886945","Pierre  & Amira","Pie6945"
1915,"Manhattan","2024-08-11","57","53","Present",720,"Matthew Neal",255,365,"8378843795","Lisa","Lis3795"
1916,"Manhattan","2024-08-07","","","Absent",180,"Leida Armes",0,0,"9643671028","Ashley","Ash1028"
1917,"Queens","2024-08-07","","","Absent",180,"Monte Finneran",0,0,"4739900295","Jason","Jas0295"
1918,"Manhattan","2024-08-11","","","Absent",720,"Janina Stepney",0,0,"5963280377","Roman","Rom0377"
1919,"Queens","2024-08-11","","","Absent",720,"Kip Seltzer",0,0,"0597310934","Celeste","Cel0934"
1920,"Manhattan","2024-08-11","15","22","Present",720,"Fermina Oatis",42,79,"8198639079","Stav","Sta9079"
1921,"Brooklyn","2024-08-11","","","Absent",720,"Sebastian Rothe",0,0,"6658318318","Alex & Britta","Ale8318"
1922,"Brooklyn","2024-07-14","","","Absent",180,"Tory Torgeson",0,0,"5771360384","Camille","Cam0384"
1923,"Manhattan","2024-07-21","","","Present",75,"Amelia Stonecipher",46,46,"3488631524","Carolyn","Car1524"
1924,"Manhattan","2024-06-16","","","Absent",300,"Nichelle Freund",0,0,"5774456255","Felix","Fel6255"
1925,"Brooklyn","2024-06-16","","","Absent",300,"Theodore Krieg",0,0,"7316844372","Ian","Ian4372"
1926,"Brooklyn","2024-06-23","89","20","Present",720,"Demetrius Weiler",300,409,"0668036910","Lewis","Lew6910"
1927,"Manhattan","2024-06-23","97","43","Present",720,"Debera Tharpe",266,406,"4691341890","Ren","Ren1890"
1928,"Brooklyn","2024-07-21","86","91","Present",720,"Pearlene Klemme",278,455,"5680684249","Clara","Cla4249"
1929,"Brooklyn","2024-07-14","0","3","Present",180,"Ashlee Toledo",7,10,"8315117031","Pam","Pam7031"
1930,"Brooklyn","2024-07-14","-4","2","Present",180,"Regenia Tarr",4,2,"8793001067","Luis Alejandro","Lui1067"
1931,"Brooklyn","2024-06-16","82","58","Present",300,"Donny Mosley",64,204,"8390686196","Maddy","Mad6196"
1932,"Manhattan","2024-06-16","7","42","Present",300,"Jama Meaders",11,60,"3526506996","Jb","Jb6996"
1933,"Manhattan","2024-06-16","","","Absent",300,"Neil Hammill",0,0,"0450792725","Dirk","Dir2725"
1934,"Manhattan","2024-06-23","","","Absent",300,"Nena Strobel",0,0,"4556966122","Dee","Dee6122"
1935,"Brooklyn","2024-07-07","52","61","Present",720,"Brandee Verde",291,404,"8979210454","Oded","Ode0454"
1936,"Brooklyn","2024-07-07","33","20","Present",300,"Cassey Sprankle",33,86,"7824310503","Luca","Luc0503"
1937,"Brooklyn","2024-07-14","","","Absent",180,"Mariel Minton",0,0,"1355789632","Rohit","Roh9632"
1938,"Manhattan","2024-07-21","15","14","Present",300,"Kristan Bulfer",18,47,"0200056214","Darragh","Dar6214"
1939,"Manhattan","2024-07-14","","","Absent",144,"Tu Harrell",0,0,"2286812369","Gregory","Gre2369"
1940,"Queens","2024-07-14","","","Absent",720,"Shavonne Neihoff",0,0,"3550585026","Celeste","Cel5026"
1941,"Brooklyn","2024-07-21","","","Absent",720,"Marline Dewar",0,0,"0835659383","Keturah","Ket9383"
1942,"Queens","2024-07-14","12","26","Present",144,"Etha Nelligan",9,47,"5780291149","Celeste","Cel1149"
1943,"Manhattan","2024-07-14","","","Absent",360,"Vincenza Steffens",0,0,"4753874402","Stella","Ste4402"
1944,"Brooklyn","2024-07-21","35","45","Present",300,"Macie Canales",15,95,"5060158661","Bernard","Ber8661"
1945,"Manhattan","2024-07-14","5","19","Present",360,"Doug Mehr",17,41,"2647844267","Geraldine","Ger4267"
1946,"Brooklyn","2024-06-23","","","Absent",720,"Emelda Pfarr",0,0,"4301555917","Ayana","Aya5917"
1947,"Brooklyn","2024-07-14","","","Absent",144,"Ada Davilla",0,0,"1677173299","Ceci","Cec3299"
1948,"Manhattan","2024-07-21","31","26","Present",300,"Tawana Ardoin",31,88,"4844554445","Taleah","Tal4445"
1949,"Brooklyn","2024-07-21","29","33","Present",300,"Brooks Weitzel",5,67,"8381952848","Julie","Jul2848"
1950,"Manhattan","2024-07-21","","","Absent",300,"Marina Fragale",0,0,"4980454446","Zs","Zs4446"
1951,"Brooklyn","2024-07-14","48","21","Present",360,"Lizeth Ybarbo",96,165,"4154783031","Thomas","Tho3031"
1952,"Brooklyn","2024-07-28","17.5","12.5","Present",100,"Tonia Duda",36,66,"3083443814","Tara","Tar3814"
1953,"Brooklyn","2024-06-23","115","58","Present",720,"Keesha Irick",292,465,"2777711509","Brendan","Bre1509"
1954,"Manhattan","2024-07-14","","","Absent",360,"Donnette Geraci",0,0,"0484549869","Mario","Mar9869"
1955,"Brooklyn","2024-07-14","","","Absent",360,"Dreama Needles",0,0,"5688995674","Julie","Jul5674"
1956,"Manhattan","2024-06-30","7","17","Present",300,"Denny Liechty",1,25,"5278236606","Tiziana","Tiz6606"
1957,"Manhattan","2024-06-30","78","76","Present",300,"Louann Grimm",83,237,"2282294671","Ari","Ari4671"
1958,"Manhattan","2024-08-11","42","98","Present",720,"Adele Crowther",232,372,"2520257434","Ks & Eli","Ks 7434"
1959,"Brooklyn","2024-07-21","","","Absent",300,"Ashanti Files",0,0,"4481159354","Hannah","Han9354"
1960,"Brooklyn","2024-05-19","23","9","Present",300,"Waylon Mccaster",30,62,"9432901758","Raymond","Ray1758"
1961,"Manhattan","2024-08-11","","","Absent",720,"Kaitlyn River",0,0,"8184088322","Sandi","San8322"
1962,"Queens","2024-06-30","","","Absent",300,"Loria Primeaux",0,0,"8595101343","Dominique","Dom1343"
1963,"Manhattan","2024-06-30","13","22","Present",300,"Amal Colegrove",-4,31,"1833832138","Eddie","Edd2138"
1964,"Brooklyn","2024-07-28","64","28","Present",300,"Suzette May",15,107,"6327275652","Cristian","Cri5652"
1965,"Manhattan","2024-08-11","4","10","Present",300,"Sharan Brandel",-3,11,"9351748358","Samuel","Sam8358"
1966,"Manhattan","2024-06-23","","","Absent",720,"Troy Kellen",0,0,"8549631530","Sunny","Sun1530"
1967,"Manhattan","2024-06-30","","","Absent",300,"Dana Burch",0,0,"2950551701","Stefan","Ste1701"
1968,"Manhattan","2024-07-28","33","5","Present",300,"Claude Obando",18,56,"5768805032","Robert","Rob5032"
1969,"Manhattan","2024-07-28","","","Absent",720,"Wiley Donato",0,0,"4485250565","Marina","Mar0565"
1970,"Brooklyn","2024-08-11","37","36","Present",300,"Weston Conard",28,101,"7099289032","Alicia","Ali9032"
1971,"Manhattan","2024-06-30","80","0","Present",720,"Rocio Spicher",12,92,"7396700707","Peter","Pet0707"
1972,"Brooklyn","2024-08-11","29","49","Present",300,"Lakeisha Lawry",4,82,"5470707453","Karen","Kar7453"
1973,"Manhattan","2024-07-28","","","Absent",720,"Arnoldo Britto",0,0,"6831495920","Sergio","Ser5920"
1974,"Brooklyn","2024-07-07","92","113","Present",720,"Jolene Guider",287,492,"7899251780","Tara","Tar1780"
1975,"Manhattan","2024-06-30","34","65","Present",720,"Gaston Bittinger",157,256,"5418581540","Ally","All1540"
1976,"Bronx","2024-08-11","","","Absent",300,"Andrew Books",0,0,"2347531547","Douglas","Dou1547"
1977,"Brooklyn","2024-08-11","","","Absent",300,"Leighann Paredez",0,0,"4212260721","Erica","Eri0721"
1978,"Manhattan","2024-07-14","","","Absent",180,"Wayne Robards",0,0,"7698139650","Aaron","Aar9650"
1979,"Manhattan","2024-05-19","11","66","Present",360,"Ambrose Bober",157,234,"9766746971","Judith","Jud6971"
1980,"Brooklyn","2024-07-14","","","Absent",180,"Janae Hemmings",0,0,"6315859572","James","Jam9572"
1981,"Brooklyn","2024-08-25","","","Absent",300,"Isa Hepler",0,0,"2490289465","Claire","Cla9465"
1982,"Manhattan","2024-05-26","","","Absent",360,"Mariela Poquette",0,0,"6537388074","Rachel...You Can Call Me Kaya :)","Rac8074"
1983,"Manhattan","2024-06-02","34","28","Present",300,"Brent Allsup",42,104,"4783914521","Nicole","Nic4521"
1984,"Brooklyn","2024-06-23","53","17","Present",720,"Gino Cardwell",315,385,"5247458559","Chandle","Cha8559"
1985,"Manhattan","2024-06-09","9","6","Present",75,"Dreama Geiser",22,37,"8680386117","George","Geo6117"
1986,"Manhattan","2024-07-14","-6","3","Present",180,"Candra Angeles",10,7,"3122942719","Ben","Ben2719"
1987,"Brooklyn","2024-06-23","148","132","Present",720,"Yon Achenbach",340,620,"4532489348","O.","O.9348"
1988,"Brooklyn","2024-08-24","38","166","Present",720,"Ray Fee",317,521,"3292202693","Ines","Ine2693"
1989,"Brooklyn","2024-08-04","97","86","Present",720,"Elias Polen",250,433,"6844368066","Chiara","Chi8066"
1990,"Brooklyn","2024-08-04","","","Absent",720,"Doyle Weeks",0,0,"6106993238","Ines","Ine3238"
1991,"Brooklyn","2024-07-21","","","Absent",300,"Emiko Sackett",0,0,"3609408523","Seth","Set8523"
1992,"Manhattan","2024-06-16","","","Absent",300,"Dione Stupka",0,0,"9418523808","Nick","Nic3808"
1993,"Brooklyn","2024-08-04","18","28","Present",198,"Vernia Enciso",18,64,"6931684745","Jessica","Jes4745"
1994,"Brooklyn","2024-06-23","","","Absent",80,"Waylon Hafer",0,0,"5738790295","Clare","Cla0295"
1995,"Manhattan","2024-06-23","49","84","Present",720,"Tiffany Ries",205,338,"5662793333","Amal","Ama3333"
1996,"Manhattan","2024-06-23","9","5","Present",75,"Mitzi Cratty",22,36,"1830646840","Carter","Car6840"
1997,"Brooklyn","2024-07-14","","","Absent",180,"Jesus Swope",0,0,"3333767309","Maria","Mar7309"
1998,"Brooklyn","2024-06-16","","","Absent",300,"Yuki Shoaf",0,0,"1185636963","Becky","Bec6963"
1999,"Brooklyn","2024-07-14","73","155","Present",720,"Venessa Sartain",262,490,"2947855178","Alvin","Alv5178"
2000,"Brooklyn","2024-08-11","","","Absent",720,"Laurine Ramos",0,0,"4307349026","Joan","Joa9026"
2001,"Brooklyn","2024-07-14","39","44","Present",720,"Hilary Garibaldi",148,231,"6627089541","Michael","Mic9541"
2002,"Manhattan","2024-07-14","111","95","Present",720,"Ron Homan",332,538,"3633757282","Marise","Mar7282"
2003,"Manhattan","2024-08-11","","","Absent",720,"Joanna Goodpaster",0,0,"3770487254","Vivian","Viv7254"
2004,"Brooklyn","2024-08-24","","","Absent",720,"Aiko Liebold",0,0,"6100909289","Ines","Ine9289"
2005,"Brooklyn","2024-08-11","","","Absent",720,"Patrica Asbill",0,0,"4679509169","Hoonju / Co Host: Jose","Hoo9169"
2006,"Brooklyn","2024-07-14","","","Absent",720,"Myrl Eriksen",0,0,"8822712056","Alana","Ala2056"
2007,"Manhattan","2024-07-21","","","Present",75,"Oleta Moret",65,65,"1969409672","Rochelle","Roc9672"
2008,"Brooklyn","2024-07-21","23","25","Present",720,"Carita Fifield",193,241,"3264548944","Jeremy","Jer8944"
2009,"Brooklyn","2024-07-21","128","121","Present",720,"Glory Mckeown",287,536,"1374690027","Nikki","Nik0027"
2010,"Brooklyn","2024-07-14","","","Absent",75,"Hallie Joshi",0,0,"2209952927","Jake","Jak2927"
11,"Brooklyn","2024-07-21","-7","0","Present",720,"Mechelle Stoneman",27,20,"3042201459","John","Joh1459"
12,"Manhattan","2024-08-25","4","0","Present",180,"Tyesha Freitag",6,10,"1042237757","Jennifer","Jen7757"
13,"Manhattan","2024-07-21","57","71","Present",300,"Dean Stoecker",65,193,"3945691689","Elisabeth","Eli1689"
14,"Brooklyn","2024-08-04","160","175","Present",720,"Annelle Pickney",345,680,"0328180349","LisaRoxanne","Lis0349"
15,"Manhattan","2024-07-21","","","Absent",720,"Margareta Tacy",0,0,"7623877828","Laura","Lau7828"
16,"Manhattan","2024-08-25","","","Absent",180,"Meghann Placencia",0,0,"6199386972","Chris","Chr6972"
17,"Brooklyn","2024-06-16","10","28","Present",300,"Kendrick Cieslak",75,113,"3891517599","Garon","Gar7599"
18,"Manhattan","2024-06-16","21","21","Present",300,"Polly Isenberg",18,60,"7719092805","Shunichi","Shu2805"
19,"Manhattan","2024-06-23","69","37","Present",720,"Evelyne Racicot",325,431,"0194311988","MaryEllen","Mar1988"
20,"Manhattan","2024-06-23","146","105","Present",720,"Augustus Delaune",305,556,"9777427449","Ben","Ben7449"
21,"Manhattan","2024-06-23","","","Absent",720,"Shawanda Client",0,0,"2425553959","Lena","Len3959"
22,"Manhattan","2024-05-19","","","Absent",300,"Loura Coffield",0,0,"7968132973","Kate","Kat2973"
23,"Brooklyn","2024-07-21","40","15","Present",720,"Lorriane Machin",90,145,"2476782769","Laurie","Lau2769"
24,"Manhattan","2024-08-25","-2","16","Present",180,"Lacey Osier",-3,11,"4592886331","Claudio","Cla6331"
25,"Manhattan","2024-08-11","21","47","Present",300,"Nicki Malchow",28,96,"0056808732","Alina","Ali8732"
26,"Brooklyn","2024-07-07","","","Absent",720,"Sidney Bodiford",0,0,"3317631804","Allen & Irina","All1804"
27,"Brooklyn","2024-07-14","34","39","Present",720,"Barbie Cun",116,189,"9781351547","Jane","Jan1547"
28,"Manhattan","2024-06-16","31","13","Present",300,"Elden Hanshaw",19,63,"0826814263","Doti","Dot4263"
29,"Brooklyn","2024-08-11","18","12","Present",720,"Blossom Loggins",38,68,"9201435233","Adam And Charity","Ada5233"
30,"Manhattan","2024-09-15","24","21","Present",300,"Joseph Dennie",9,54,"3790267569","Sing","Sin7569"
31,"Brooklyn","2024-08-11","45","8","Present",720,"Pattie Markley",140,193,"0339904113","Chaya","Cha4113"
32,"Brooklyn","2024-08-24","39","120","Present",720,"Genevieve Spahn",266,425,"1351812301","Lisel","Lis2301"
33,"Brooklyn","2024-08-24","","","Absent",720,"Luciano Jaworski",0,0,"5227712298","Lisel","Lis2298"
34,"Brooklyn","2024-08-24","","","Absent",720,"Noe Mahler",0,0,"3206230967","Lisel","Lis0967"
35,"Brooklyn","2024-07-21","66","43","Present",720,"Karri Bransford",238,347,"0037879624","Nathalie","Nat9624"
36,"Brooklyn","2024-08-24","48","70","Present",720,"Larae Bonney",196,314,"1253717455","Gregory","Gre7455"
37,"Manhattan","2024-07-14","40","0","Present",720,"Sharita Fierros",275,315,"7693045192","Claude & Sophie","Cla5192"
38,"Manhattan","2024-07-14","","","Absent",720,"Frederica Perla",0,0,"9575642064","Tommi","Tom2064"
39,"Manhattan","2024-07-14","25","35","Present",180,"Mara Elder",39,99,"4829507537","Shon","Sho7537"
40,"Manhattan","2024-06-23","31","11","Present",720,"Enola Volz",153,195,"5770079223","Dana","Dan9223"
41,"Manhattan","2024-07-07","84","26","Present",300,"Leslie Mccardell",46,156,"2484395694","Ssameer Or Trip","Ssa5694"
42,"Manhattan","2024-07-14","","","Absent",360,"Gina Coria",0,0,"1222174296","Teri","Ter4296"
43,"Brooklyn","2024-06-16","","","Present",75,"Marietta Taing",53,53,"9953691984","Andrea","And1984"
44,"Manhattan","2024-07-07","68","61","Present",300,"Karlyn Buchholtz",41,170,"8882985762","Ssameer Or Trip","Ssa5762"
45,"Brooklyn","2024-07-07","","","Absent",300,"Herma Renken",0,0,"3574776369","Angela","Ang6369"
46,"Brooklyn","2024-06-02","10","34","Present",720,"Gertrud Gillispie",195,239,"2023191105","Laurie","Lau1105"
47,"Brooklyn","2024-06-23","","","Absent",720,"Kelsie Lavoie",0,0,"9526023719","Vt","Vt3719"
48,"Brooklyn","2024-06-23","76","27","Present",720,"Selena Jenney",320,423,"3109106388","Tyrome","Tyr6388"
49,"Brooklyn","2024-07-14","","","Absent",144,"Teri Schooley",0,0,"7148045325","Harriet","Har5325"
50,"Manhattan","2024-07-21","25","38","Present",300,"Lizette Campana",22,85,"8366973051","Ben","Ben3051"
51,"Manhattan","2024-06-23","74","31","Present",720,"Mayra Luby",107,212,"9105082630","Edward","Edw2630"
52,"Brooklyn","2024-07-14","","","Absent",360,"Luisa Finneran",0,0,"2508615205","Abdul","Abd5205"
53,"Brooklyn","2024-07-14","","","Absent",360,"Genoveva Herrod",0,0,"9893385633","Yolande","Yol5633"
54,"Manhattan","2024-07-21","25","7","Present",300,"Tandra Toon",11,43,"0580334249","Cyn","Cyn4249"
55,"Manhattan","2024-07-14","4","14","Present",180,"Zoe Mangrum",12,30,"9793563458","Earl","Ear3458"
56,"Brooklyn","2024-08-07","","","Absent",180,"Marquerite Salaam",0,0,"7199818877","Rana","Ran8877"
57,"Queens","2024-08-07","","","Absent",180,"Alva Fonte",0,0,"5503339368","Orestes","Ore9368"
58,"Brooklyn","2024-08-07","","","Absent",180,"Maudie Cage",0,0,"3280783795","Adreinne","Adr3795"
59,"Brooklyn","2024-08-07","-1","4","Present",180,"Hilde Greaves",2,5,"2859957483","Jennifer","Jen7483"
60,"Brooklyn","2024-07-14","20","18","Present",180,"Christiana Rippe",22,60,"3163288804","Alexander","Ale8804"
61,"Brooklyn","2024-07-28","10","10","Present",100,"Bulah Warr",35,55,"7267955749","JT And Tiziana","JT 5749"
62,"Manhattan","2024-06-02","","","Absent",720,"Azzie Stolte",0,0,"0075588842","Joya","Joy8842"
63,"Brooklyn","2024-07-14","27","27","Present",360,"Sharri Whistler",51,105,"2123172357","James","Jam2357"
64,"Brooklyn","2024-06-30","24","24","Present",300,"Rebecka Holliman",22,70,"8035269541","Jeanne","Jea9541"
65,"Manhattan","2024-07-28","","","Absent",100,"Bryce Muse",0,0,"2944504571","Francesca","Fra4571"
66,"Brooklyn","2024-07-14","24","34","Present",360,"Merideth Marcus",77,135,"3283582210","Joanna","Joa2210"
67,"Manhattan","2024-05-19","78","66","Present",300,"Nova Boden",56,200,"1790523976","Bianca","Bia3976"
68,"Manhattan","2024-06-23","63","15","Present",300,"Granville Watchman",51,129,"1274612791","Luiz","Lui2791"
69,"Brooklyn","2024-07-21","","","Absent",300,"Marquerite Dearborn",0,0,"9547846903","Andrea","And6903"
70,"Manhattan","2024-06-30","43","62","Present",300,"Arielle Ketcham",44,149,"1976723270","Ted","Ted3270"
71,"Brooklyn","2024-08-11","90","83","Present",720,"Shona Buggs",276,449,"8622231198","Cristina","Cri1198"
72,"Manhattan","2024-05-19","66","28","Present",300,"Aleta Ciesla",49,143,"8297321799","Petra","Pet1799"
73,"Manhattan","2024-05-19","59","36","Present",300,"Jenni Wichman",17,112,"6110207400","D","D7400"
74,"Brooklyn","2024-06-23","","","Absent",720,"Cuc Phinney",0,0,"2389601720","Dimitri","Dim1720"
75,"Brooklyn","2024-07-28","65","43","Present",300,"Danica Fleig",56,164,"1135331803","Patricia","Pat1803"
76,"Manhattan","2024-08-11","","","Absent",300,"Shaquana Emigh",0,0,"3558332928","Mark","Mar2928"
77,"Brooklyn","2024-06-23","","","Absent",720,"Brinda Master",0,0,"7541697677","Sara","Sar7677"
78,"Manhattan","2024-06-23","115","66","Present",720,"Janell Hinojos",255,436,"8466649139","Reka","Rek9139"
79,"Brooklyn","2024-06-30","51","8","Present",300,"Karri Celestin",40,99,"1894902852","Daniel","Dan2852"
80,"Manhattan","2024-07-28","62","81","Present",720,"Enid Bouley",173,316,"5832786367","Casey","Cas6367"
81,"Manhattan","2024-07-28","","","Absent",720,"Desire Klenke",0,0,"9161011744","Robin","Rob1744"
82,"Manhattan","2024-08-11","17","28","Present",300,"Brian Chamberlain",14,59,"6632261590","Anna","Ann1590"
83,"Manhattan","2024-06-30","","","Absent",720,"Kristeen Farabaugh",0,0,"3234279513","Enzo","Enz9513"
84,"Manhattan","2024-06-30","59","38","Present",720,"Gilda Vanatta",161,258,"9059197554","Tye And Etienne","Tye7554"
85,"Brooklyn","2024-07-28","60","37","Present",300,"Princess Bumbrey",42,139,"4595298035","George","Geo8035"
86,"Manhattan","2024-08-11","16","45","Present",300,"Earlie Townson",17,78,"0974902445","Josh","Jos2445"
87,"Manhattan","2024-07-14","","","Absent",180,"Fumiko Laliberte",0,0,"8519836240","Victoria","Vic6240"
88,"Queens","2024-06-30","","","Absent",720,"Sherie Chason",0,0,"4056989723","Justin","Jus9723"
89,"Brooklyn","2024-06-30","","","Absent",720,"Gricelda Maravilla",0,0,"6057686055","Blaise","Bla6055"
90,"Manhattan","2024-06-30","171","155","Present",720,"Serafina Knoll",325,651,"2387070508","DAVID And RICK","DAV0508"
91,"Brooklyn","2024-08-11","43","18","Present",300,"Sachiko Younkin",47,108,"5513096738","Lul̼","Lul6738"
92,"Manhattan","2024-06-02","0","10","Present",720,"Jena Noles",52,62,"7909306752","Sybilla","Syb6752"
93,"Manhattan","2024-07-14","","","Absent",180,"Shelby Wiser",0,0,"9144108716","JoLynn","JoL8716"
94,"Brooklyn","2024-06-02","","","Absent",720,"Margareta Spies",0,0,"7937241538","Gaia","Gai1538"
95,"Manhattan","2024-07-28","15","10.5","Present",100,"Dinorah Furey",35,60,"3047347549","Ana","Ana7549"
96,"Brooklyn","2024-06-30","","","Absent",720,"Kiyoko Lechuga",0,0,"2107846581","Maggie","Mag6581"
97,"Brooklyn","2024-06-09","","","Absent",75,"Danny Kreger",0,0,"0991888071","Starlee","Sta8071"
98,"Manhattan","2024-06-16","69","62","Present",300,"Nolan Fenwick",22,153,"0527346091","Edward","Edw6091"
99,"Manhattan","2024-06-16","75","80","Present",300,"Lesli Unrein",65,220,"6945112473","Pas","Pas2473"
